453,"Yay, my portal is working! I'll see you at the beach!","Уря, мой портал работает! Увидимся на пляже!"
237,I think something is draining the magic out of the world. They say things have been going downhill ever since the dragons left here a thousand years ago.,"По ходу, что-то выкачивает магию из этого мира. Говорят, все пошло наперекосяк с тех пор, как тыщу лет назад отсюда ушли драконы."
264,"This is a balloon that will take you to a new land, but we can't use it until you bring back one person from each of the five worlds.","Этот шар доставил бы тебя в другие края, но его не получится опустить, пока ты не приведёшь по одному обитателю из каждого мира."
530,"Hop in the balloon whenever you want, Spyro!","Запрыгивай в корзину когда пожелаешь, Спайро!"
313,"I don't know how this balloon works, but I think we can get it working for you if you bring back someone from each of the other worlds.","Я без понятия, как устроен этот шар, но похоже, что на нём можно взлететь, если ты приведёшь сюда кого-нибудь из других миров."
1044,"I guess you just hop in the balloon, now... Don't ask me how it works, I just showed up for the punch and cookies, a ha ha ha.","Наверное, надо забраться в корзину...Не знаю, как эта штука летает, я просто изображал бурную деятельность за печеньки, ха-ха-ха."
327,"Hi, Spyro. If you bring someone back from each of the five worlds, we'll have enough weight to pull down this balloon for you.","Привет, Спайро. Если приведёшь сюда ещё народу из разных миров, то нашего веса хватит, чтобы опустить этот воздушный шар. "
360,"This balloon will take you to a land closer to the Sorceress, Spyro. You can also use it to come back here whenever you want to.","На этом шаре ты попадёшь в другие земли, ближе к владениям Колдуньи. Ну и также ты сможешь в любой момент вернуться на нём обратно."
1141,Thanks for freeing me. Why don't you come visit me in my home world,Фраза в игре не звучит
80,"I see an egg at the bottom of this lake. I would go get it, but I don't want to get my fur all wet. Maybe you could get it. You can dive underwater by pressing the > button when you're on the surface, and charge underwater by holding down the > button. &[Press > button to dive underwater &[Press < button to swim &[Hold down > button to charge underwater","Я вижу яйцо на дне озера. Я б его вытащил, но мне не хочется до шерстинки промокнуть. А вот тебе это не грозит. Прыгай в воду и ныряй, нажав &gt;, держи &gt; - и ты ускоришься. &\[Нажми &gt;, чтобы нырнуть &\[Удерживай &lt;, чтобы плыть &\[Держи &gt;, чтобы ускориться. "
263,"Remember, press the > button to dive underwater. Then, when you are under the surface, hold down the > button to charge. &[Press > button to dive underwater &[Press < button to swim &[Hold down > button to charge underwater","Запомни, чтобы нырнуть, нажми кнопку &gt;. А когда ты уже под водой, держи &gt; - и ты ускоришься. &\[Нажми &gt;, чтобы нырнуть &\[Нажимай кнопку &lt;, чтобы плыть &\[Держи &gt;, если хочешь ускориться."
94,"Yo, Spyro! I just found one of those portal thingamajigs that leads to a different world, but you'll have to glide to get across to it. Press the < button to jump, then press the < button again while you're in the air to glide! Just follow me... &[Press < button to jump. &[Press < button in mid-air to glide.","Йоу, Спайро! Я тут нашёл одну из этих штуковин - порталов, которые ведут в другие миры, но до него ещё нужно долететь. Нажми &lt; для прыжка, а когда будешь в воздухе, жми его снова, чтобы лететь! Двигай за мной. &\[Прыгни кнопкой &lt; . &\[ В воздухе нажми &lt;, чтобы лететь."
478,"To get the best glide, press the < button at the very top of your jump.","Чтобы пролететь дальше, тыкай на &lt;, когда подпрыгнешь повыше. "
1014,"I saw something shiny in that cave over there...let's go check it out! You can get there by hovering. To hover, just press the } button at the end of your glide! &[Press the } button at the end of your glide to hover. &[Hovering will give you extra height and distance.","Я вижу что-то блестящее вон в той пещере... давай узнаем, чё это! Но тебе бы вспорхнуть чуток, чтобы добраться дотуда. Так что жми кнопку } в конце полёта! &\[В конце полёта нажми кнопку }, чтобы взмахнуть крыльями. &\[Ты пролетишь выше и дальше. "
166,"To get the best glide distance, press the < button while walking forward, then press it again at the top of your jump. Finally, press the } button just before you get to the landing to hover. &[Pressing the } button gives you extra glide distance!","Чтобы пролететь как можно дальше, шагай вперёд и одновременно нажимай кнопку &lt;, а когда высоко подпрыгнешь, нажми её ещё раз. Затем не забудь про кнопку }, когда уже идёшь на посадку. &\[Нажатие кнопки } увеличит полёт! "
498,"Oh, I almost forgot, I found this egg!","Ой, чуть не забыл, я же нашел это яйцо! "
183,"There's definitely something shiny at the bottom of this hole. I was about to jump down there, but I think I hear running water and I hate to get wet. It's a cat thing.","На дне этой дыры точно чё-то блестит. Я уж было собрался туда прыгнуть, как услышал, что внизу журчит вода. А я ненавижу намокать. Кошачьи заморочки."
71,"I'm getting paid a fortune to keep Sheila the Kangaroo locked up... heh heh... the pesky animal must have been causing a lot of trouble for that poor Sorceress... I suppose I could accidentally let the kangaroo escape... if you were to pay me, say...a small fee. &Pay ^^^ gems to free Sheila? &Sure. &No thanks.","Мне платят огромные деньжищи за то, что я держу Кенгуру Шейлу под замком... хе-хе... это надоедливое животное сильно досаждает бедняжке Колдунье. Но замочек, совершенно случайно, мог бы и сломаться… скажем... за небольшую плату. &Выпустишь Шейлу за ^^^ камней? &Конечно. &Нет уж, спасибо."
182,"Ahhh, Spyro, I love your sweet naivete... Your kind-hearted nature might be your downfall someday, but for the time being it's making me rich!","Ах, Спайро, твоя наивность прекрасна... Твое доброе сердечко может подвести тебя когда-нибудь, но сейчас оно делает меня богатым!"
220,"Well, don't worry, Spyro. Sheila won't stay in jail forever... The Sorceress is thinking about having her executed next Thursday.","Ну, не расстраивайся, Спайро. Шейла не останется в клетке навсегда... Колдунья подумывает избавиться от неё в следующий четверг. После дождичка."
181,"The Sorceress has asked me to guard Sheila the Kangaroo. I suppose, if you had a bit more money, I'd be willing to let her escape. Then you could keep her for a pet or something. &[^^^ gems needed to free Sheila.","Я охраняю кенгуру Шейлу по просьбе Колдуньи. Мне бы захотелось посодействовать её побегу, будь у тебя побольше денег. Она может стать твоим питомцем… Или ещё кем-нибудь... &\[Свобода Шейлы стоит ^^^ камней."
43,"Spyro! My my, how funny to see you here! Why, I haven't seen you since we defeated Ripto in Avalar... heh heh... Well, my business went into a slump after you left, so I came here and struck up a nice deal with the local Sorceress. Lovely woman, she is. Seems to be very fond of dragons, too...","Спайро! Мой дорогой, как здорово увидеть тебя здесь! Мы не виделись с тех пор, как разгромили Рипто в Аваларе... хе-хе... Конечно, с твоим уходом мой бизнес прогорел, и вот я пришел сюда и заключил дивную сделочку с местной Колдуньей. Какая женщина... Кажется, она тоже без ума от драконов.."
2000,Yes.,
2001,No.,
134,"I'm sorry, Spyro, but you seem to be playing a hacked version of this game. This may be an illegal copy. Since this copy has been modified, you may experience problems that would not occur on a legal copy.",
328,"If you can bring back one person from each of our five worlds, we can help you use the balloon.",
551,Let's head on over to the balloon.,
351,This balloon will take you to the great Tiki Lodge in the sky! Just jump on when you're ready.,
1013,"I'm late for a dinner party at the Tiki Lodge, and the portal to my home just stopped working. Maybe the portal will reactivate after a few more dragons hatch. &[^^ eggs needed to open portal.",
362,"At last, my portal is working again! Come visit me at the Tiki Lodge!",
552,Let's head on over to the balloon!,
1173,Let's head on over to the balloon!,
37,"So... you're the one in charge of rescuing the eggs, huh? Heh heh heh... How sad... Look here, dragon, if you know what's good for you, you'll turn around and crawl back up that hole you came through. Those eggs belong to us now, and I've hidden them in places you'll never find in a thousand years! Besides, even if you could find an egg, our expertly trained armies will dispose of you and take it back. Do I make myself clear? If I find you here again, I am going to be verrrrry angry... and you won't like me when I'm angry...",
2002,"Spyro, I've got a special task for Sparx. Meet me back here later!           -Zoe",
2003,...,
566,Let's head on over to the balloon!,
1099,This rhynoc is too big to charge. You'll have to flame him using the { button.,"Здравствуй, Спайро! Этот носорог великоват для твоих рогов. Подожги его, нажав кнопку {."
1132,"Hi Spyro! Each time a fairy zaps you, like this...",И снова привет! Когда я делаю вот так…
1053,Oh my! Oh my! Can you help us? Hordes of ferocious rhynocs have overrun our town and kidnapped the mayor.,"Караул! Беда! Может, ты нас спасёшь? Полчища озверевших носорогов набежали на наш город и захватили мэра!"
518,Are you a dragon? I never believed you really existed.,"Ты что, дракон? Вот уж не верил, что вы существуете."
524,Would you like a chicken sandwich? They're very good.,Хочешь булочку с курятиной? Чудесная вкуснятина!
468,"Those pesky rhynocs are back again, but I'm sure you'll soon sort them out.","Эти вредные носороги снова вернулись, но я уверен, что ты быстренько с ними управишься."
1053,Oh my! Oh my! Can you help us? Hordes of ferocious rhynocs have overrun our town and kidnapped the mayor.,"Сейчас я отдышусь, и сам наваляю тому негодяю!"
296,"We showed those two bullies. If they hadn't outnumbered me two to one, I'd have finished them off ages ago.","Мы проучили этих хулиганов. Не будь их двое, я бы и сам справился."
1170,Have you seen any giant chickens around here?,А тебе тут не попадались огромные курочки?
381,Thank you for rescuing my town. As mayor I award you with one of our famous giant chicken eggs.,"Благодарю за спасение моего города. Как мэр, я награждаю тебя одним из знаменитейших огромных куриных яичек."
477,"I'm sorry, that was the ugliest chicken I've ever seen.","Прости, это был самый гадкий цыплёнок на свете."
531,Whoo I'm dizzy.,"О-ох, мне дурно."
497,"Thanks for the help, but I think I would have worn him down in a minute.","Спасибо за помощь, но думаю, еще минута - и я бы его вынес."
1094,Have you seen any of our giant chickens? The rhynocs have been trying to eat them all.,Ты огромных курочек нигде не видел? Носороги пытались их всех слопать.
495,"Look, a chicken turned up. I hope it's not the only one left.","Гляди, одна курочка вернулась Надеюсь, уцелела не только она."
450,What! Marco sent you here? I've got a restraining order against him.,Постой! Тебя прислал Марко? А у меня есть приказ на его арест.
540,If you see Marco please tell him I've moved out.,"Если увидишь Марко, передай ему, что меня тут больше нет."
369,"Hey Spyro, there are rhynocs everywhere. Maybe I can find some peace and quiet at the top of the tower...","Эй, Спайро, тут повсюду носороги. Может, на вершине башни я смогу побыть в тишине и покое..."
312,"Alas, I have lost my love, guarded by evil rhynocs at the top of yonder tower. Can you rescue her for me?","Увы, я потерял свою любимую, её охраняют злые носороги на вершине вон той башни. Ты можешь её для меня вызволить?"
236,Hi Spyro. I found this gladiator training arena and it makes a pretty cool skate park! Care for a test of your boarding skills? &Start boarding challenge now? &Yes. &No.,"Здарова, Спайро. Я отыскал арену гладиаторов, из неё вышел классный скейтпарк! Не хочешь попробовать себя в скейтинге? &Начнёшь скейтерское испытание? &Да &Нет "
1172,Are you ready for a challenge now? &Start boarding challenge now? &Yes. &No.,"Ну что, готов приступить? &Прыгнешь на скейт? &Да &Нет"
262,I bet you can't catch all fifteen of the lizards running around here... Just come back if you want some boarding tips from the master. &[Catch the lizards.,"Спорим, тебе не поймать 15 ящериц, что бегают где-то здесь... Если нужен совет спеца по скейтам, обращайся. &\[Поймай ящериц."
349,"Yeah, maybe you'd better practice a bit first... Just come back here when you're up for a challenge.","Лады, может тогда сперва потренируешься? А как созреешь для чего посерьёзней - приходи."
298,Having trouble? If you use the < button to jump off the ramps you'll get extra height and distance.,"Проблемы? Если нажмёшь кнопку &lt; при прыжке с трамплина, то пролетишь гораздо выше и дальше"
1031,"Caught all the lizards yet? If you're having trouble catching them, don't be afraid to use your flame breath while on the skateboard.","Всё гоняешься за ящерками? Если трудно ловить, не бойся их поджаривать прямо со скейта."
361,"Hey that was great! And while you were boarding, I found this in a lizard burrow.","Эй, вот это крутяк! И пока ты катался, я нашел вот это в норке ящерицы."
214,"Now that you've mastered the basics, let's see you do some stunts! Try using the < or } button to jump off ramps and turn in the air...","Теперь, когда ты знаешь азы, давай освоим некоторые трюки! Попробуй нажать &lt; или } чтобы прыгнуть с трамплина и крутануться в воздухе."
440,This is the most fun I've had since we chased King Flippy on the manta ray.,"Круче на скейте кататься, чем на скате за Флиппи гонятся!"
161,"Alright, if you can catch all the lizards without wiping out and before time runs out, I  might be able to scrounge up another egg. It's not gonna be easy, though... &Start difficult boarding challenge now? &Yes. &No.","Хорошо, если ты за три минуты поймаешь всех ящерок и не рухнешь со скейта, я, наверное, смогу добыть ещё одно яйцо. Это будет непросто, хотя... &Начнёшь сложный этап? &Да &Нет"
1124,"If you want to try to catch those lizards, I'll start the clock now. &Start difficult boarding challenge now? &Yes. &No.","Как только начнёшь ловлю ящериц, я включу таймер. &Приступишь к трудному испытанию? &Да &Нет"
534,"Go get 'em, Spyro!","Поймай их, Спайро!"
535,"Well whenever you're ready, come and talk to me.",Как будешь готов - сообщи.
1125,"Awww, too bad... maybe you'll do better this time. &Try difficult boarding challenge again? &Yes. &No.","Ой, отстой...Может, в этот раз получится? &Попробуешь еще? &Да &Нет"
371,"Whoa, that was sweet! And look, there was another egg in the lizard burrow.",Вот это отпад! Гляди - второе яйцо из её норки.
123,"You can go for the course record now, if you want. Whenever you hop on a skateboard, a timer will start. Score as many points as you can until the timer expires or you wipe out. Good luck!","Попробуй поставить новый рекорд, если хочешь. Когда встанешь на скейт, включится таймер. Набери как можно больше очков, прежде чем закончится время. Удачи!"
368,That means your progress is saved. If you get into trouble you'll return to the last place you got zapped.,
1153,Let me catch my breath and I'll kick that other guy's butt.,
2004,To Whom it May Concern: Sheila the Kangaroo is currently otherwise detained -- by me. Please return in a few years.\      -The Sorceress,
2005,"Spyro, thanks for dropping by, but I'm currently busy in my home world. Come visit me there.\          -Sheila",
2006,Come on in!\     -Sheila,
2007,"Attention dragon: if you ever want to see your mangy cat friend again, you had better leave here at once!\     -The Sorceress",
278,"Remember, to get your longest glide press the < button at the very top of your jump, and use the } button to hover at the end of your jump.","Не забудь, чтобы лететь дальше, нажимай &lt; в самом пике прыжка, а в конце полёта нажми }, чтобы подняться повыше."
251,"The metal armor those enemies are wearing protects them from your dragon flame. If you hold down the > button, you can defeat them with your charge attack.","Этих врагов от твоего пламени защищает стальная броня. Ты с ними справишься, если протаранишь их с разбега, нажав &gt;."
1097,The rhynocs have shut down our cloud generator and I'll never see a rainbow again.,"Носороги заглушили наш генератор облаков, и теперь я никогда не увижу радугу."
469,"You'd think the Sorceress would want more rain, after what the sun has done to her skin.","Конечно, Колдунье хочется больше дождей, после того, что солнце сделало с её кожей."
414,"If my wings were big and strong like yours, I could easily glide across here. &[Press < button to jump. &[Then press < button in midair to glide.","Были б мои крылышки большими и сильными, как твои, я запросто бы тут пролетел. &\[Нажми &lt; и подпрыгни. В прыжке нажми его снова, чтобы перелететь."
452,"Oh, you activated the bellows? Maybe I can get the cloud generator working again...","О, ты запустил меха? Может, я снова смогу включить наш генератор облаков..."
479,The rhynocs must have been using this thing to clog up the cloud generator.,"Похоже, этой штукой носороги заткнули наш генератор."
99,"Well, well, if it isn't my favorite dragon! The Sorceress has put me in charge of guarding these bellows. However, I suppose I might look the other way if I was distracted by counting gems. &Pay ^^^ gems to activate bellows? &Sure, whatever. &No way, you doofus.","Так-так, это же мой любимый дракон! Колдунья поставила меня охранять эти меха. Конечно, если я буду занят пересчётом камней, я могу, скажем, отвернуться... &Заплатишь ^^^ камней, чтобы запустить меха? &Да, конечно. &За кого ты меня держишь?"
168,"Oooooh yes... precious, precious gems... Well then, Spyro, you may now use the bellows any time you wish. Best of luck on your little egg hunt.","О-о-о да... мои прелестные, прелес-с-стные самоцве-е-еты... А, ну да, конечно, Спайро, можешь залезать на меха, когда пожелаешь. Удачи в охоте за яичками"
1022,What? NO? What else are you going to do with all those gems? Buy flying lessons? (Heh heh) that was a good one...,"Что? НЕТ? Но что ты будешь делать с этими камнями? Заплатишь за уроки полётов? Хе-хе, хорошая шутка..."
81,"Sorry, Spyro, it is my sworn duty to make certain no one crosses these bellows. And you know perfectly well that nothing could ever sway me from obeying my sworn duty... that is, ahem, until you have a few more gems. &[Activating bellows costs ^^^ gems.","Прости, Спайро, но это мой долг - стоять на страже мехов. И ты отлично знаешь: ничто и никогда не заставит меня от него отступиться! ... ну разве что, кхм, если бы у тебя было чуть-чуть побольше сверкающих камешков... <span lang=""en-US"">&\[Подкуп обойдётся в ^^^ камней."
367,Heh heh... I haven't made such easy money since the Sorceress bought that mayonaisse for sunscreen.,"Хе-хе... Я не получал деньги так легко с тех пор, как продал Колдунье майонез от загара."
1023,"Our sun has gone out. We can make a new one with our lava fusion cauldron and three sun seeds, but they keep burning out before we can get them in the pot.","Наше солнце угасло. Мы можем создать новое, сплавив три солнечных зернышка в котле лавосинтеза, но они сгорают прежде, чем мы их туда донесём."
1096,Step on the switch to get a fresh sun seed and keep flaming it until you get it into the pot.,"Шагни на кнопку, чтобы сдвинуть солнышко, и подогревай его, пока оно не окажется в котле."
276,"Now that's what I call a sun! Here, you can have this last sun seed as a souvenir. I think it might be a dud, though.","Вот это я называю солнцем! Да, можешь забрать оставшееся зернышко на память. <span lang=""en-US"">Но, по-моему, оно никуда не годно.</span>"
350,"If you can't keep up with the sun seed, remember you can always hold down the > button to charge. &[Press and hold > button to charge forward quickly.","Если ты не поспеваешь за солнышком, помни, что с кнопкой &gt; можно бежать быстрее.&\[Нажми и держи &gt;, чтобы ускориться."
319,"We usually wake up our rain cloud at the crack of dawn, but these mischievous spirits are stopping our bells from ringing. &[Use the superfly powerup to flame the spirits in the belltowers.","Обычно мы будим дождевое облако на рассвете, но эти проказливые духи мешают нашим колоколам звонить.&\[Шагай через усилитель полёта и подпали духов в колокольных башнях."
525,Do you want this doodad? It fell out of the belfry.,Тебе нужна эта безделушка? Она выпала из колокольни
228,"Be sure to keep your friend Sparx the Dragonfly healthy Spyro. If his health is low, torch a little creature like this slug below me to release a butterfly.","Заботься о своём верном друге, Стрекозе Спарксе. Если его состояние плохое, поджарь какое-нибудь маленькое существо вроде этого слизняка и выпусти бабочку."
87,"Spyro, you're just in time! I saw two egg thieves run through this door! Well... actually, they paid me to guard their hideout, but that's irrelevant. I'll happily let you through the gate to chase them down... for, ahem, a small finder's fee... &Pay ^^^ gems to enter the thieves' den? &Ok, ok... &Get lost, loser!","Спайро, ты как раз вовремя! На моих глазах два похитителя яиц прошмыгнули в эту дверь! Ну... вообще, они заплатили мне за охрану убежища, но это неважно. Я с радостью пропущу тебя туда, чтобы ты их поймал... за, хм, малюсенькую пошлину... &Заплатить ^^^ камней и войти в логово воров? &Ладно, конечно... &Сгинь, неудачник!"
412,"Thank you, Spyro, and best of luck catching those dastardly egg thieves.","Спасибо, Спайро, и удачной охоты за подлыми воришками."
197,"Very well, Spyro, it's up to you... Maybe if we both just hold hands and think happy thoughts, the thieves will decide to return the eggs themselves.","Ну, Спайро, дело твое... Может, если мы просто сядем, взявшись за ручки, и подумаем о хорошем, то воры сами вернут яйца."
98,"Well, Spyro, it's good to see you! This gate I'm guarding happens to be the secret entrance to an egg thief hideout... Of course, I can't let you enter with a clean conscience... At least not without paying a small fee. &[Entering thief hideout costs ^^^ gems.","Приятно видеть тебя, Спайро! Так уж вышло, что ворота, которые я охраняю - секретный вход в укрытие похитителей яиц... И я конечно же не могу впустить тебя туда с чистой совестью... Ну, пока ты мне не заплатишь. &[Войти в укрытие воров стоит ^^^ камней."
1056,I guess those egg thieves are going to get what's coming to them... it's too bad... I always sort of liked those guys.,"Думаю, теперь грабители представляют, что же их ждёт… даже жалко… <span lang=""en-US"">Мне всегда нравились такие ребята."
481,"Hello Spyro, I'm just off to the Tiki Lodge for some R and R.",Здравия желаю! Меня как раз отправили в командировку в Тики-Ложу
451,"Here, take this egg. They were giving them away at the Tiki Lodge last night.",
352,"Rhynocs are running rampant around here, but I can't get anyone out of the Tiki Lodge long enough to do anything about it.",
365,"Well, it looks like it's just you and me. I'll keep a look out while you sort out the rhynocs.",
2008,Note: Sgt. Byrd is currently on an important mission... to the inside of a cage! Tough luck.\     -The Sorceress,
2009,"Would love to visit, old chap, but I've got work to do back at the base. You can check in with me there.     -Sgt. James Byrd",
2010,"Step inside, old chum!     -Sgt. James Byrd",
126,I'm playing a game of hide and seek with my friends. If I can't find where they've hidden their heads they won't let me join the Tiki Lodge. Help me put them back together and I'll make you an honorary member.,
277,"When you find a head, land on top of it to pick it up. Then fly it over to an idol body to put them back together.",
1095,Take this egg as a sign of your honorary membership in the lodge.,
287,"When you've picked up a tiki head, fly over to any body and use the > button to drop the tiki head.",
1102,Well that's never happened before. I hope it's not a bad omen.,
318,Are you the dragon looking for all those eggs? Because I saw a shifty looking character with one over there.,
1054,"Hey, there goes another one. He was really fast...maybe if I activate the supercharge you'll be able to catch him.",
517,You should catch that thief before he steals something valuable.,
560,Those guys ought to be locked up,
388,You can Hover to get more distance when gliding. Just press the } button at the end of your glide. &[Press } button at the end of your glide to get more distance.,"Ты можешь взмахнуть крыльями, чтобы пролететь подальше. Просто нажми } в конце. &Перед самым приземлением жми }, и попадёшь чуть дальше."
314,"If you want a quick summary of your progress in a world, you can press the @4SELECT@0 button to open the Atlas page for the world you are in. &[Press @0SELECT@4 button to view Atlas.","Если хочешь узнать о своих успехах, нажми @4SELECT@0,тогда откроется Атлас на странице мира, в котором ты находишься &[Открывай Атлас кнопкой @0SELECT@4."
90,"While I was gone, my friends borrowed the rhynocs' submarine... then they took it for a joy ride... and then they smashed it into a big pile of rocks. Oddly enough, the rhynocs failed to see the humor in the story and stuffed my friends in the jail behind you.","Пока меня не было, мои друзья стащили подлодку носорогов... ну, погоняли на ней... а потом врезались в здоровенный риф. Как ни странно, носороги не поняли юмора и запихнули бедолаг в клетку позади тебя."
380,"The rhynocs have boarded up a lot of our doors, but I bet you're strong enough to smash them down. &[Use charge to smash boards.","Носороги заколотили добрую половину дверей, но я уверен, тебе хватит сил их разнести. &Выбей доски с разбега."
297,My plan worked! That dumb octopus dropped the jail key while he was shaking me! Now I can free my friends...,"Сработало! Этот тупой осьминожка выронил ключ от клетки, пока пытался меня защекотать."
1112,"Oh, I forgot to tell you... one of the rhynocs had this egg in his lunch box...","О, вылетело из головы. Мне попалось это яйцо в тарелке у одного носорога."
366,I can't wait until the rhynocs build a new submarine! Next time it's my turn to drive!,"Жду не дождусь, когда же носороги построят новую подлодку! Чур, я буду за рулём!"
413,Driving that submarine was a blast! Next time we're going to borrow the rhynocs' speed boat!,Гонять на подлодке - просто бомба! В следующий раз возьмём у них скоростной катер!
1055,We never would have crashed that submarine if Sal hadn't tried that hand-brake u-turn during an inverted barrel roll.,"Мы бы и не разбили подлодку, если бы Сэл не решил проверить ручной тормоз, когда мы делали ""бочку""."
121,"Bluto the rhynoc has challenged us to a naval battle. Our speed boat versus his nuclear shark submarine. If we win, we get the dragon egg he's guarding. If we lose, we have to spend a month in K.P.","Носорог Блуто вызвал нас на морской бой. Наша скоростная лодка против его ядерной подлодки-акулы. Если выиграем, он отдаст драконье яйцо, которое охраняет. Если проиграем, мы месяц будем в К.Р."
1171,"Whaddya say, do you want to take on Bluto? &Fight the nuclear shark sub? &Yeehah! &You gotta be kidding.","Ну чё как, хочешь всыпать Блуто? &Сразишься с ядерной подлодкой? &Дааа! &Шутишь, что ли?"
1130,"OK, good luck! Just remember, stay away from the sharp end! &[Press the < button to speed up. &[Press the { Button to fire a missile. &[Pick up crates to get more missiles.","Да, покажи ему, где раки зимуют! И держись подальше от акульей морды! &Жми &lt; для ускорения. &Нажимай { для запуска ракеты. &Подбирай ящики с ракетами."
339,"I don't blame you. I already owe seven years of kitchen duty, and I'm not about to risk getting another month!","Ладно, ты не виноват. Просто я в Кухонном Рабстве на семь лет вперёд, и получать ещё месяц мне ни к чему!"
246,Wow! That's the first time Bluto has ever lost! You've got a lot of talent for someone so purple... I hope this egg was worth all the trouble.,"Ого! Впервые в жизни Блуто проиграл! А ты весьма способный для… настолько пурпурного. Надеюсь, яйцо хоть стоило того."
1004,"We had a dragon egg for you, but we used it to test our ultra-high-speed-super-fluidity tunnel. The good news is that it made it to the end of the tunnel without a scratch! The bad news is that there's no way to get it back out now.","У нас было драконье яйцо для тебя, но мы протестировали им наш супер-высокоскоростной-ультра-жидкостной тоннель. Хорошая новость - яйцо добралось до конца туннеля без единой царапинки! Плохая - мы не можем его оттуда достать."
288,The tunnel is chock full of rhynocs and floating mines. The only way to retrieve that egg is to defeat every single rhynoc in the tunnel.,В туннеле полно носорогов и плавучих мин. Достать яйцо можно только убрав оттуда всех носорогов.
275,"This egg has surprisingly good fluid dynamic characteristics. From now on, all of our submarines will be egg-shaped.","У этого яйца поразительно хорошая обтекаемость. Отныне, все наши подлодки будут в форме яиц."
1111,You'll have to defeat every single rhynoc in the tunnel before you can recapture the egg.,"Нужно избавиться от носорогов в туннеле, только тогда можно вытащить яйцо."
